"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AL1","AN1","AX1","AX2","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","OE1","OE2","RH1","RH2","RH3","REM","EQD"
"74594493784","2025-01-01T08:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0083,5","+0061,5","10016,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10017,5,10010,5","1,9,016,9,+999,9",,,,,,,,,,"MET08701/01/25 03:53:02 METAR KDMH 010853Z      KT 08/06 A2958 RMK AO1 SLP016 T00830061 51016","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T09:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0089,5","+0056,5","10018,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10017,5,10010,5",,,,,,,,,,,"MET08101/01/25 04:53:02 METAR KDMH 010953Z      KT 09/06 A2958 RMK AO1 SLP018 T00890056","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T10:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","+0033,5","10020,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10020,5,10013,5",,,,,,,,,,,"MET08101/01/25 05:53:02 METAR KDMH 011053Z      KT 10/03 A2959 RMK AO1 SLP020 T01000033","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T11:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0094,5","+0011,5","10030,5","01,0000,9,5","24,0074,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10030,5,10023,5","3,9,015,9,+999,9",,,,,,,,,,"MET10501/01/25 06:53:02 METAR KDMH 011153Z      KT 09/01 A2962 RMK AO1 SLP030 70029 T00940011 10100 20078 53015","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T12:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0083,5","+0006,5","10036,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10037,5,10030,5",,,,,,,,,,,"MET08101/01/25 07:53:02 METAR KDMH 011253Z      KT 08/01 A2964 RMK AO1 SLP036 T00830006","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T13:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0089,5","-0011,5","10051,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10051,5,10044,5",,,,,,,,,,,"MET08601/01/25 08:53:02 METAR KDMH 011353Z      KT 09/M01 A2968 RMK AO1 SLP051 T00891011 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T14:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0094,5","-0011,5","10071,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10071,5,10064,5","3,9,041,9,+999,9",,,,,,,,,,"MET09201/01/25 09:53:02 METAR KDMH 011453Z      KT 09/M01 A2974 RMK AO1 SLP071 T00941011 53041 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T15:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0106,5","-0011,5","10079,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10078,5,10071,5",,,,,,,,,,,"MET09101/01/25 10:53:02 METAR KDMH 011553Z      KT 11/M01 A2976 RMK AO1 SLP079 T01061011 RTX FIBI","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T16:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","-0017,5","10075,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10075,5,10067,5",,,,,,,,,,,"MET08601/01/25 11:53:02 METAR KDMH 011653Z      KT 10/M02 A2975 RMK AO1 SLP075 T01001017 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T17:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","-0022,5","10079,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10081,5,10074,5","1,9,007,9,+999,9",,,,,,,,,,"MET10001/01/25 12:53:02 METAR KDMH 011753Z      KT 10/M02 A2977 RMK AO1 SLP079 T01001022 10106 20083 51007","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T18:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0100,5","-0022,5","10090,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10091,5,10084,5",,,,,,,,,,,"MET08201/01/25 13:53:02 METAR KDMH 011853Z      KT 10/M02 A2980 RMK AO1 SLP090 T01001022","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T19:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0094,5","-0028,5","10101,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10102,5,10094,5",,,,,,,,,,,"MET08901/01/25 14:53:02 METAR KDMH 011953Z      KT 09/M03 A2983 RMK AO1 PRESRR SLP101 T00941028","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T20:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0083,5","-0028,5","10108,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10108,5,10101,5","1,9,029,9,+999,9",,,,,,,,,,"MET08801/01/25 15:53:02 METAR KDMH 012053Z      KT 08/M03 A2985 RMK AO1 SLP108 T00831028 51029","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T21:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0078,5","-0033,5","10115,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10115,5,10108,5",,,,,,,,,,,"MET08201/01/25 16:53:02 METAR KDMH 012153Z      KT 08/M03 A2987 RMK AO1 SLP115 T00781033","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T22:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0072,5","-0039,5","10117,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10119,5,10111,5",,,,,,,,,,,"MET08601/01/25 17:53:02 METAR KDMH 012253Z      KT 07/M04 A2988 RMK AO1 SLP117 T00721039 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-01T23:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0067,5","-0039,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10129,5,10121,5","3,9,020,9,+999,9",,,,,,,,,,"MET10001/01/25 18:53:02 METAR KDMH 012353Z      KT 07/M04 A2991 RMK AO1 SLP129 T00671039 10106 20067 53020","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T00:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0067,5","-0044,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10135,5,10128,5",,,,,,,,,,,"MET08201/01/25 19:53:03 METAR KDMH 020053Z      KT 07/M04 A2993 RMK AO1 SLP136 T00671044","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T01:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0067,5","-0039,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10139,5,10132,5",,,,,,,,,,,"MET09101/01/25 20:53:03 METAR KDMH 020153Z      KT 07/M04 A2994 RMK AO1 SLP136 T00671039 RTX FIBI","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T02:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0061,5","-0028,5","10135,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10135,5,10128,5","0,9,006,9,+999,9",,,,,,,,,,"MET08801/01/25 21:53:03 METAR KDMH 020253Z      KT 06/M03 A2993 RMK AO1 SLP135 T00611028 50006","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T03:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0061,5","-0039,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10142,5,10135,5",,,,,,,,,,,"MET08201/01/25 22:53:03 METAR KDMH 020353Z      KT 06/M04 A2995 RMK AO1 SLP140 T00611039","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T04:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0056,5","-0061,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10146,5,10138,5",,,,,,,,,,,"MET09201/01/25 23:53:03 METAR KDMH 020453Z      KT 06/M06 A2996 RMK AO1 SLP146 T00561061 401060056","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T04:59:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","SOD  ","KDMH ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"240,M,+0106,5","240,N,+0056,5",,,,,,,,,,,,,,"10052,4,09997,4",,,"1,24,99999,999,9999,7","2,24,99999,999,9999,7",,,,"SOD70024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):51 24 HR MAX TEMP TIME (LST):1358 24 HR MIN TEMP (F):42 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.685 MINIMUM SEA LEVEL PRESSURE:29.52 TIME OF OCCURRENCE:0037 PEAK WIND SPEED (MPH):M   PEAK WIND DIR (DEG):M   PEAK WIND TIME (LST):M     FASTEST 2MIN SPEED (MPH):M  FASTEST 2MIN DIR (DEG):M   FASTEST 2MIN TIME (LST):M    24 HR AVG TEMP (F):47 HEATING DEGREE DAYS:18  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):51  LATEST NIGHT MIN TEMP(1900-0800 LST):46 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"74594493784","2025-01-02T05:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0067,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10156,5,10149,5","3,9,021,9,+999,9",,,,,,,,,,"MET10001/02/25 00:53:02 METAR KDMH 020553Z      KT 04/M07 A2999 RMK AO1 SLP156 T00441067 10072 20044 53021","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T06:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0039,5","-0083,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10163,5,10155,5",,,,,,,,,,,"MET08201/02/25 01:53:02 METAR KDMH 020653Z      KT 04/M08 A3001 RMK AO1 SLP163 T00391083","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T07:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0039,5","-0094,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10173,5,10165,5",,,,,,,,,,,"MET08201/02/25 02:53:02 METAR KDMH 020753Z      KT 04/M09 A3004 RMK AO1 SLP172 T00391094","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T08:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0033,5","-0089,5","10169,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10169,5,10162,5","0,9,014,9,+999,9",,,,,,,,,,"MET09701/02/25 03:53:02 METAR KDMH 020853Z      KT 03/M09 A3003 RMK AO1 SLP169 T00331089 50014 RTX FIBI","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T09:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0033,5","-0089,5","10174,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10176,5,10169,5",,,,,,,,,,,"MET08601/02/25 04:53:02 METAR KDMH 020953Z      KT 03/M09 A3005 RMK AO1 SLP174 T00331089 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T10:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0033,5","-0083,5","10178,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10179,5,10172,5",,,,,,,,,,,"MET08601/02/25 05:53:02 METAR KDMH 021053Z      KT 03/M08 A3006 RMK AO1 SLP178 T00331083 RTX","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T11:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0028,5","-0083,5","10188,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10190,5,10182,5","3,9,018,9,+999,9",,,,,,,,,,"MET10001/02/25 06:53:02 METAR KDMH 021153Z      KT 03/M08 A3009 RMK AO1 SLP188 T00281083 10044 20028 53018","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T12:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0028,5","-0083,5","10191,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10193,5,10186,5",,,,,,,,,,,"MET08201/02/25 07:53:02 METAR KDMH 021253Z      KT 03/M08 A3010 RMK AO1 SLP191 T00281083","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T13:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0039,5","-0089,5","10204,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10207,5,10199,5",,,,,,,,,,,"MET08901/02/25 08:53:02 METAR KDMH 021353Z      KT 04/M09 A3014 RMK AO1 PRESRR SLP204 T00391089","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T14:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0094,5","10219,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10220,5,10213,5","3,9,031,9,+999,9",,,,,,,,,,"MET08801/02/25 09:53:02 METAR KDMH 021453Z      KT 04/M09 A3018 RMK AO1 SLP219 T00441094 53031","R01      7SKY009R02      7GAS009"
"74594493784","2025-01-02T15:53:00","6","39.2814","-76.6111","6.1","MARYLAND SCIENCE CENTER, MD US","FM-15","KDMH ","V020","999,9,9,9999,9","99999,9,9,N","999999,7,N,5","+0044,5","-0100,5","10215,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10217,5,10209,5",,,,,,,,,,,"MET08601/02/25 10:53:02 METAR KDMH 021553Z      KT 04/M10 A3017 RMK AO1 SLP215 T00441100 RTX","R01      7SKY009R02      7GAS009"
